Page,Price,Location,Area,Price/m2,BedRoom,Toilet
15,"13,8 tỷ","Gò Vấp, Hồ Chí Minh",92 m²,150 tr/m²,5,4
15,10 tỷ,"Thái Nguyên, Thái Nguyên",53 m²,"188,68 tr/m²",2,2
15,"3,1 tỷ","Thuận An, Bình Dương",90 m²,"34,44 tr/m²",3,3
15,"3,8 tỷ","Bình Tân, Hồ Chí Minh","48,8 m²","77,87 tr/m²",2,1
16,8 tỷ,"Hải Châu, Đà Nẵng",100 m²,80 tr/m²,3,Null
16,"4,8 tỷ","Đất Đỏ, Bà Rịa Vũng Tàu",513 m²,"9,36 tr/m²",2,2
16,"2,45 tỷ","Bình Thạnh, Hồ Chí Minh",60 m²,"40,83 tr/m²",4,4
16,"3,89 tỷ","Quận 2, Hồ Chí Minh",60 m²,"64,83 tr/m²",4,5
16,37 tỷ,"Long Biên, Hà Nội",125 m²,296 tr/m²,2,2
16,"6,2 tỷ","Ba Đình, Hà Nội",32 m²,"193,75 tr/m²",3,4
16,"2,35 tỷ","Tân Bình, Hồ Chí Minh","41,6 m²","56,49 tr/m²",3,3
16,"13,5 tỷ","Ba Đình, Hà Nội",86 m²,"156,98 tr/m²",4,4
16,"20,9 tỷ","Nhơn Trạch, Đồng Nai",334 m²,"62,58 tr/m²",4,3
16,12 tỷ,"Hai Bà Trưng, Hà Nội",36 m²,"333,33 tr/m²",6,6
16,"2,88 tỷ","Quận 10, Hồ Chí Minh","49,8 m²","57,83 tr/m²",4,3
16,"2,79 tỷ","Quận 3, Hồ Chí Minh",64 m²,"43,59 tr/m²",4,4
16,"14,5 tỷ","Long Biên, Hà Nội",45 m²,"322,22 tr/m²",5,6
16,"13,5 tỷ","Tây Hồ, Hà Nội",86 m²,"156,98 tr/m²",10,4
16,"7,4 tỷ","Vinh, Nghệ An",88 m²,"84,09 tr/m²",5,4
16,"10,2 tỷ","Bình Thạnh, Hồ Chí Minh",71 m²,"143,66 tr/m²",5,4
16,"5,68 tỷ","Đống Đa, Hà Nội",20 m²,284 tr/m²,3,4
16,Giá thỏa thuận,"Đông Anh, Hà Nội",80 m²,6,5,Null
16,191 tỷ,"Tây Hồ, Hà Nội",360 m²,"530,56 tr/m²",5,Null
16,Giá thỏa thuận,"Đông Anh, Hà Nội",70 m²,4,4,Null
17,Giá thỏa thuận,"Gò Vấp, Hồ Chí Minh",45 m²,4,4,Null
17,"8,4 tỷ","Đống Đa, Hà Nội",41 m²,"204,88 tr/m²",3,4
17,"3,29 tỷ","Tân Bình, Hồ Chí Minh",78 m²,"42,18 tr/m²",5,4
17,"2,45 tỷ","Tân Bình, Hồ Chí Minh",65 m²,"37,69 tr/m²",4,3
17,"4,68 tỷ","Phú Nhuận, Hồ Chí Minh","72,5 m²","64,55 tr/m²",5,7
17,8 tỷ,"Văn Giang, Hưng Yên",72 m²,"111,11 tr/m²",5,6
17,"2,46 tỷ","Tân Bình, Hồ Chí Minh",60 m²,41 tr/m²,4,5
17,"1,92 tỷ","Quận 12, Hồ Chí Minh",64 m²,30 tr/m²,2,2
17,"2,55 tỷ","Quận 9, Hồ Chí Minh",66 m²,"38,64 tr/m²",4,4
17,Giá thỏa thuận,"Quận 2, Hồ Chí Minh",120 m²,4,3,Null
17,"25,4 tỷ","Thủ Đức, Hồ Chí Minh","192,9 m²","131,67 tr/m²",6,6
17,"3,3 tỷ","Thuận An, Bình Dương","91,8 m²","35,95 tr/m²",2,Null
17,"5,5 tỷ","Quận 7, Hồ Chí Minh",57 m²,"96,49 tr/m²",3,3
17,"3,15 tỷ","Quận 5, Hồ Chí Minh","62,5 m²","50,4 tr/m²",3,4
17,"7,2 tỷ","Nam Từ Liêm, Hà Nội","30,8 m²","233,77 tr/m²",3,3
17,"2,75 tỷ","Quận 7, Hồ Chí Minh",59 m²,"46,61 tr/m²",4,3
17,"14,3 tỷ","Văn Giang, Hưng Yên",105 m²,"136,19 tr/m²",4,4
17,17 tỷ,"Văn Giang, Hưng Yên",120 m²,"141,67 tr/m²",5,5
17,"7,9 tỷ","Quận 9, Hồ Chí Minh","83,3 m²","94,84 tr/m²",5,2
17,"4,3 tỷ","Hà Đông, Hà Nội",37 m²,"116,22 tr/m²",6,4
18,"4,3 tỷ","Hà Đông, Hà Nội",37 m²,"116,22 tr/m²",6,4
18,"12,6 tỷ","Đống Đa, Hà Nội",60 m²,210 tr/m²,4,2
18,Giá thỏa thuận,"Long Biên, Hà Nội",45 m²,4,5,Null
18,"15,5 tỷ","Hà Đông, Hà Nội",63 m²,"246,03 tr/m²",6,6
18,3 tỷ,"Gò Vấp, Hồ Chí Minh",36 m²,"83,33 tr/m²",3,Null
18,"8,7 tỷ","Quận 7, Hồ Chí Minh",120 m²,"72,5 tr/m²",6,6
18,20 tỷ,"Bắc Từ Liêm, Hà Nội",73 m²,"273,97 tr/m²",18,18
18,"9,15 tỷ","Văn Giang, Hưng Yên",63 m²,"145,24 tr/m²",7,6
18,"3,75 tỷ","Quận 7, Hồ Chí Minh",24 m²,"156,25 tr/m²",2,3
18,"20,6 tỷ","Hoài Đức, Hà Nội",100 m²,206 tr/m²,6,6
18,25 tỷ,"Quận 7, Hồ Chí Minh",120 m²,"208,33 tr/m²",4,5
18,"13,5 tỷ","Tân Bình, Hồ Chí Minh",47 m²,"287,23 tr/m²",3,5
18,Giá thỏa thuận,"Nhơn Trạch, Đồng Nai",260 m²,4,5,Null
18,"49,5 tỷ","Nam Từ Liêm, Hà Nội",250 m²,198 tr/m²,6,Null
18,32 tỷ,"Quận 3, Hồ Chí Minh",86 m²,"372,09 tr/m²",6,6
18,"7,15 tỷ","Hà Đông, Hà Nội",30 m²,"238,33 tr/m²",3,2
18,86 tỷ,"Quận 7, Hồ Chí Minh",369 m²,"233,06 tr/m²",8,8
18,"35,7 tỷ","Nam Từ Liêm, Hà Nội",124 m²,"287,9 tr/m²",6,Null
18,30 tỷ,"Quận 2, Hồ Chí Minh",120 m²,250 tr/m²,4,4
18,"7,9 tỷ","Tân Bình, Hồ Chí Minh",76 m²,"103,95 tr/m²",5,5
19,"3,45 tỷ","Quận 3, Hồ Chí Minh",15 m²,230 tr/m²,2,2
19,16 tỷ,"Quận 7, Hồ Chí Minh",90 m²,"177,78 tr/m²",4,5
19,26 tỷ,"Hạ Long, Quảng Ninh",190 m²,"136,84 tr/m²",5,Null
19,"4,65 tỷ","Quận 1, Hồ Chí Minh",27 m²,"172,22 tr/m²",4,2
19,"5,2 tỷ","Hà Đông, Hà Nội",60 m²,"86,67 tr/m²",3,2
19,"12,4 tỷ","Đống Đa, Hà Nội",40 m²,310 tr/m²,5,4
19,"17,5 tỷ","Văn Giang, Hưng Yên",93 m²,"188,17 tr/m²",4,3
19,"9,85 tỷ","Văn Giang, Hưng Yên",63 m²,"156,35 tr/m²",6,5
19,"7,6 tỷ","Hai Bà Trưng, Hà Nội",45 m²,"168,89 tr/m²",3,4
19,"3,09 tỷ","Quận 5, Hồ Chí Minh",58 m²,"53,28 tr/m²",3,4
19,42 tỷ,"Quận 7, Hồ Chí Minh",200 m²,210 tr/m²,8,8
19,39 tỷ,"Quận 7, Hồ Chí Minh",250 m²,156 tr/m²,5,6
19,"7,2 tỷ","Hà Đông, Hà Nội",40 m²,180 tr/m²,3,3
19,"10,6 tỷ","Quận 9, Hồ Chí Minh",151 m²,"70,2 tr/m²",3,4
19,"7,5 tỷ","Tân Bình, Hồ Chí Minh",52 m²,"144,23 tr/m²",6,6
19,"12,7 tỷ","Quận 8, Hồ Chí Minh",120 m²,"105,83 tr/m²",5,4
19,Giá thỏa thuận,"Tân Bình, Hồ Chí Minh",91 m²,4,5,Null
19,"7,35 tỷ","Tân Phú, Hồ Chí Minh",106 m²,"69,34 tr/m²",3,4
19,"11,9 tỷ","Bình Thạnh, Hồ Chí Minh",72 m²,"165,28 tr/m²",10,Null
19,"23,8 tỷ","Nam Từ Liêm, Hà Nội",120 m²,"198,33 tr/m²",14,14
20,"15,6 tỷ","Hà Đông, Hà Nội",75 m²,208 tr/m²,6,5
20,"3,2 tỷ","Tân Bình, Hồ Chí Minh",56 m²,"57,14 tr/m²",3,4
20,"7,5 tỷ","Gò Vấp, Hồ Chí Minh",44 m²,"170,46 tr/m²",4,4
20,"10,5 tỷ","Gò Vấp, Hồ Chí Minh",65 m²,"161,54 tr/m²",4,Null
20,"11,3 tỷ","Ba Đình, Hà Nội",51 m²,"221,57 tr/m²",3,4
20,17 tỷ,"Hà Đông, Hà Nội",96 m²,"177,08 tr/m²",4,4
20,17 tỷ,"Hà Đông, Hà Nội",50 m²,340 tr/m²,4,6
20,"5,6 tỷ","Hà Đông, Hà Nội",35 m²,160 tr/m²,3,4
20,"2,59 tỷ","Quận 11, Hồ Chí Minh",60 m²,"43,17 tr/m²",3,4
20,"11,2 tỷ","Cầu Giấy, Hà Nội",40 m²,280 tr/m²,5,4
20,90 tỷ,"Long Biên, Hà Nội",400 m²,225 tr/m²,5,5
20,"10,4 tỷ","Cầu Giấy, Hà Nội",52 m²,200 tr/m²,6,6
20,"2,4 tỷ","Quận 3, Hồ Chí Minh","69,2 m²","34,68 tr/m²",5,4
20,"6,4 tỷ","Thủy Nguyên, Hải Phòng",110 m²,"58,18 tr/m²",4,4
20,"2,65 tỷ","Hoàng Mai, Hà Nội",42 m²,"63,1 tr/m²",2,1
20,40 tỷ,"Hà Đông, Hà Nội",180 m²,"222,22 tr/m²",7,7
20,27 tỷ,"Ba Đình, Hà Nội","87,7 m²","307,87 tr/m²",3,Null
20,"15,5 tỷ","Quận 3, Hồ Chí Minh",118 m²,"131,36 tr/m²",3,3
20,"6,6 tỷ","Ba Đình, Hà Nội",41 m²,"160,98 tr/m²",4,4
20,"14,5 tỷ","Ba Đình, Hà Nội",77 m²,"188,31 tr/m²",6,4
21,"14,5 tỷ","Ba Đình, Hà Nội",61 m²,"237,7 tr/m²",3,2
21,"6,9 tỷ","Nam Từ Liêm, Hà Nội",30 m²,230 tr/m²,3,3
21,"5,35 tỷ","Hai Bà Trưng, Hà Nội",25 m²,214 tr/m²,3,2
21,"27,8 tỷ","Thanh Xuân, Hà Nội",170 m²,"163,53 tr/m²",2,2
21,Giá thỏa thuận,"Hoàng Mai, Hà Nội",60 m²,3,3,Null
21,Giá thỏa thuận,"Đông Anh, Hà Nội",76 m²,4,3,Null
21,"12,9 tỷ","Thanh Trì, Hà Nội",60 m²,215 tr/m²,4,3
21,"2,1 tỷ","Thanh Oai, Hà Nội","31,4 m²","66,88 tr/m²",3,3
21,"16,5 tỷ","Tây Hồ, Hà Nội",95 m²,"173,68 tr/m²",7,5
21,16 tỷ,"Nam Từ Liêm, Hà Nội",37 m²,"432,43 tr/m²",5,3
21,Giá thỏa thuận,"Hai Bà Trưng, Hà Nội",60 m²,4,5,Null
21,"39,5 tỷ","Tân Bình, Hồ Chí Minh",130 m²,"303,85 tr/m²",20,20
21,"27,8 tỷ","Gò Vấp, Hồ Chí Minh",100 m²,278 tr/m²,8,6
21,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",95 m²,4,4,Null
21,"2,49 tỷ","Mỹ Tho, Tiền Giang",100 m²,"24,9 tr/m²",3,3
21,9 tỷ,"Bến Lức, Long An",225 m²,40 tr/m²,4,4
21,6 tỷ,"Biên Hòa, Đồng Nai",117 m²,"51,28 tr/m²",4,4
21,"3,3 tỷ","Thuận An, Bình Dương",100 m²,33 tr/m²,2,2
21,17 tỷ,"Hà Đông, Hà Nội",55 m²,"309,09 tr/m²",4,5
21,11 tỷ,"Hai Bà Trưng, Hà Nội",41 m²,"268,29 tr/m²",4,4
22,Giá thỏa thuận,"Gia Lâm, Hà Nội",112 m²,5,5,Null
22,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",250 m²,5,5,Null
22,Giá thỏa thuận,"Gò Vấp, Hồ Chí Minh",65 m²,4,4,Null
22,"40,95 tỷ","Hoài Đức, Hà Nội",210 m²,195 tr/m²,4,Null
22,19 tỷ,"Bình Tân, Hồ Chí Minh",205 m²,"92,68 tr/m²",3,2
22,"22,5 tỷ","Tân Bình, Hồ Chí Minh",100 m²,225 tr/m²,3,3
22,"6,65 tỷ","Quận 7, Hồ Chí Minh","44,8 m²","148,44 tr/m²",2,3
22,"45,45 tỷ","Long Biên, Hà Nội",225 m²,202 tr/m²,5,5
22,"6,3 tỷ","Quận 2, Hồ Chí Minh",69 m²,"91,3 tr/m²",4,3
22,"9,5 tỷ","Tân Bình, Hồ Chí Minh",63 m²,"150,79 tr/m²",4,5
22,"10,8 tỷ","Quận 2, Hồ Chí Minh","87,5 m²","123,43 tr/m²",1,1
22,"5,6 tỷ","Quận 2, Hồ Chí Minh",50 m²,112 tr/m²,3,3
22,"18,5 tỷ","Thủ Đức, Hồ Chí Minh",140 m²,"132,14 tr/m²",10,11
22,"7,6 tỷ","Hoài Đức, Hà Nội",80 m²,95 tr/m²,4,6
22,"14,2 tỷ","Bình Thạnh, Hồ Chí Minh",100 m²,142 tr/m²,4,5
22,"4,99 tỷ","Quận 3, Hồ Chí Minh",24 m²,"207,92 tr/m²",2,3
22,12 tỷ,"Quận 1, Hồ Chí Minh",55 m²,"218,18 tr/m²",3,5
22,"16,8 tỷ","Hà Đông, Hà Nội",50 m²,336 tr/m²,4,6
22,"7,45 tỷ","Bình Tân, Hồ Chí Minh",54 m²,"137,96 tr/m²",5,6
22,"9,2 tỷ","Gò Vấp, Hồ Chí Minh",59 m²,"155,93 tr/m²",4,4
23,9 tỷ,"Thanh Xuân, Hà Nội",45 m²,200 tr/m²,10,10
23,25 tỷ,"Hoàng Mai, Hà Nội",75 m²,"333,33 tr/m²",6,6
23,"6,9 tỷ","Bình Tân, Hồ Chí Minh",54 m²,"127,78 tr/m²",4,3
23,"18,7 tỷ","Quận 9, Hồ Chí Minh",109 m²,"171,56 tr/m²",4,4
23,"23,8 tỷ","Hai Bà Trưng, Hà Nội","212,35 m²","112,08 tr/m²",3,2
23,12 tỷ,"Thanh Xuân, Hà Nội",85 m²,"141,18 tr/m²",4,3
23,"5,5 tỷ","Quận 7, Hồ Chí Minh","102,6 m²","53,61 tr/m²",2,2
23,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",420 m²,5,5,Null
23,Giá thỏa thuận,"Nam Từ Liêm, Hà Nội",325 m²,5,5,Null
23,"2,65 tỷ","Hà Đông, Hà Nội",33 m²,"80,3 tr/m²",3,3
23,"5,05 tỷ","Đống Đa, Hà Nội",35 m²,"144,29 tr/m²",3,Null
23,"4,79 tỷ","Quận 7, Hồ Chí Minh",68 m²,"70,44 tr/m²",3,2
23,"11,5 tỷ","Sầm Sơn, Thanh Hóa",216 m²,"53,24 tr/m²",8,9
23,"2,58 tỷ","Bình Thạnh, Hồ Chí Minh",60 m²,43 tr/m²,4,4
23,"11,5 tỷ","Quận 2, Hồ Chí Minh",122 m²,"94,26 tr/m²",3,3
23,"43,2 tỷ","Bắc Từ Liêm, Hà Nội",180 m²,240 tr/m²,5,3
23,"77,78 tỷ","Đà Lạt, Lâm Đồng",357 m²,"217,86 tr/m²",3,3
23,21 tỷ,"Long Biên, Hà Nội",76 m²,"276,32 tr/m²",6,6
23,"4,6 tỷ","Hà Đông, Hà Nội",39 m²,"117,95 tr/m²",4,3
23,"16,8 tỷ","Ba Đình, Hà Nội",83 m²,"202,41 tr/m²",1,1
24,"21,5 tỷ","Hà Đông, Hà Nội",77 m²,"279,22 tr/m²",6,5
24,"3,15 tỷ","Dĩ An, Bình Dương",61 m²,"51,64 tr/m²",2,2
24,"13,6 tỷ","Tân Phú, Hồ Chí Minh",80 m²,170 tr/m²,6,6
24,25 tỷ,"Hoàng Mai, Hà Nội",75 m²,"333,33 tr/m²",5,5
24,18 tỷ,"Quận 2, Hồ Chí Minh",80 m²,225 tr/m²,4,5
24,"8,35 tỷ","Ba Đình, Hà Nội",40 m²,"208,75 tr/m²",5,5
24,"1,6 tỷ","Bến Cát, Bình Dương",100 m²,16 tr/m²,2,1
24,"3,95 tỷ","Quận 10, Hồ Chí Minh",26 m²,"151,92 tr/m²",3,2
24,3 tỷ,"An Dương, Hải Phòng",50 m²,60 tr/m²,3,3
24,"4,55 tỷ","Bắc Từ Liêm, Hà Nội",42 m²,"108,33 tr/m²",3,3
24,5 tỷ,"Hà Đông, Hà Nội","30,1 m²","166,11 tr/m²",3,3
24,27 tỷ,"Ba Đình, Hà Nội",51 m²,"529,41 tr/m²",1,6
24,"27,55 tỷ","Hạ Long, Quảng Ninh",190 m²,145 tr/m²,5,6
24,"11,5 tỷ","Quận 3, Hồ Chí Minh",60 m²,"191,67 tr/m²",5,6
24,"7,85 tỷ","Hoàng Mai, Hà Nội",40 m²,"196,25 tr/m²",4,4
24,23 tỷ,"Thanh Xuân, Hà Nội",110 m²,"209,09 tr/m²",32,32
24,"14,5 tỷ","Hoàng Mai, Hà Nội",60 m²,"241,67 tr/m²",17,Null
24,"8,5 tỷ","Thanh Xuân, Hà Nội",48 m²,"177,08 tr/m²",12,12
24,"4,85 tỷ","Hà Đông, Hà Nội",35 m²,"138,57 tr/m²",6,5
24,79 tỷ,"Ba Đình, Hà Nội",86 m²,"918,6 tr/m²",17,17
25,36 tỷ,"Hội An, Quảng Nam","201,9 m²","178,31 tr/m²",14,15
25,"11,9 tỷ","Nam Từ Liêm, Hà Nội",48 m²,"247,92 tr/m²",9,5
25,"11,8 tỷ","Nam Từ Liêm, Hà Nội",46 m²,"256,52 tr/m²",9,5
25,"9,3 tỷ","Thủ Đức, Hồ Chí Minh",54 m²,"172,22 tr/m²",5,5
25,"68,8 tỷ","Cầu Giấy, Hà Nội",127 m²,"541,73 tr/m²",20,21
25,38 tỷ,"Thủ Đức, Hồ Chí Minh","192,5 m²","197,4 tr/m²",2,2
25,"17,5 tỷ","Plei Ku, Gia Lai",180 m²,"97,22 tr/m²",20,Null
25,13 tỷ,"Hà Đông, Hà Nội",50 m²,260 tr/m²,4,4
25,16 tỷ,"Hai Bà Trưng, Hà Nội",66 m²,"242,42 tr/m²",7,7
25,"5,5 tỷ","Hà Đông, Hà Nội",35 m²,"157,14 tr/m²",1,1
25,"5,15 tỷ","Nam Từ Liêm, Hà Nội",32 m²,"160,94 tr/m²",3,4
25,"6,3 tỷ","Hà Đông, Hà Nội",32 m²,"196,88 tr/m²",5,3
25,21 tỷ,"Bình Thạnh, Hồ Chí Minh",125 m²,168 tr/m²,4,5
25,10 tỷ,"Đống Đa, Hà Nội",48 m²,"208,33 tr/m²",3,3
25,"3,9 tỷ","Hà Đông, Hà Nội",30 m²,130 tr/m²,3,4
25,"5,35 tỷ","Quận 12, Hồ Chí Minh",56 m²,"95,54 tr/m²",4,4
25,"6,8 tỷ","Quận 12, Hồ Chí Minh",66 m²,"103,03 tr/m²",4,6
25,45 tỷ,"Ngũ Hành Sơn, Đà Nẵng",145 m²,"310,35 tr/m²",24,26
25,"11,92 tỷ","Hoài Đức, Hà Nội","79,5 m²",150 tr/m²,4,2
25,"16,5 tỷ","Quận 3, Hồ Chí Minh",67 m²,"246,27 tr/m²",6,Null
26,"17,8 tỷ","Nhơn Trạch, Đồng Nai",320 m²,"55,62 tr/m²",3,3
26,"6,45 tỷ","Gò Vấp, Hồ Chí Minh","64,6 m²","99,84 tr/m²",4,3
26,"9,6 tỷ","Quận 7, Hồ Chí Minh",62 m²,"154,84 tr/m²",5,5
26,"5,28 tỷ","Quận 6, Hồ Chí Minh",50 m²,"105,6 tr/m²",3,3
26,10 tỷ,"Quận 7, Hồ Chí Minh",80 m²,125 tr/m²,2,2
26,28 tỷ,"Hoàng Mai, Hà Nội",200 m²,140 tr/m²,5,Null
26,"24,6 tỷ","Ba Đình, Hà Nội",71 m²,"346,48 tr/m²",6,7
26,"8,5 tỷ","Đống Đa, Hà Nội",48 m²,"177,08 tr/m²",4,4
26,"12,77 tỷ","Quận 12, Hồ Chí Minh",84 m²,152 tr/m²,3,4
26,"21,2 tỷ","Tây Hồ, Hà Nội",101 m²,"209,9 tr/m²",5,4
26,"12,6 tỷ","Hà Đông, Hà Nội",50 m²,252 tr/m²,4,Null
26,"5,35 tỷ","Nam Từ Liêm, Hà Nội",30 m²,"178,33 tr/m²",3,4
26,"9,65 tỷ","Quận 2, Hồ Chí Minh",106 m²,91 tr/m²,3,5
26,"7,5 tỷ","Nha Trang, Khánh Hòa",108 m²,"69,44 tr/m²",4,4
26,"14,4 tỷ","Tân Phú, Hồ Chí Minh",90 m²,160 tr/m²,4,Null
26,"3,85 tỷ","Quận 12, Hồ Chí Minh","84,7 m²","45,46 tr/m²",1,1
26,6 tỷ,"Nam Từ Liêm, Hà Nội",45 m²,"133,33 tr/m²",5,5
26,"59,49 tỷ","Ba Đình, Hà Nội",130 m²,"457,62 tr/m²",12,120
26,"24,5 tỷ","Đống Đa, Hà Nội",78 m²,"314,1 tr/m²",4,4
26,19 tỷ,"Bình Tân, Hồ Chí Minh","324,2 m²","58,61 tr/m²",19,19
27,"8,79 tỷ","Văn Giang, Hưng Yên",90 m²,"97,67 tr/m²",5,5
27,"11,6 tỷ","Văn Giang, Hưng Yên",91 m²,"127,5 tr/m²",5,5
27,"7,75 tỷ","Long Biên, Hà Nội",33 m²,"234,85 tr/m²",3,4
27,"4,8 tỷ","Long Biên, Hà Nội",60 m²,80 tr/m²,4,Null
27,"19,5 tỷ","Cầu Giấy, Hà Nội",78 m²,250 tr/m²,12,13
27,148 tỷ,"Tây Hồ, Hà Nội",260 m²,"569,23 tr/m²",40,Null
27,"9,3 tỷ","Thanh Xuân, Hà Nội",53 m²,"175,47 tr/m²",5,4
27,440 tỷ,"Quận 1, Hồ Chí Minh","432,5 m²","1,02 tỷ/m²",6,6
27,"3,2 tỷ","Thanh Trì, Hà Nội",35 m²,"91,43 tr/m²",3,4
27,20 tỷ,"Hai Bà Trưng, Hà Nội",87 m²,"229,88 tr/m²",6,6
27,23 tỷ,"Hoàng Mai, Hà Nội",96 m²,"239,58 tr/m²",7,6
27,Giá thỏa thuận,"Đống Đa, Hà Nội",60 m²,6,Null,Null
27,"7,5 tỷ","Thủ Đức, Hồ Chí Minh",92 m²,"81,52 tr/m²",5,6
27,"18,8 tỷ","Thanh Trì, Hà Nội",100 m²,188 tr/m²,5,4
27,11 tỷ,"Từ Sơn, Bắc Ninh",180 m²,"61,11 tr/m²",4,5
27,34 tỷ,"Cầu Giấy, Hà Nội",110 m²,"309,09 tr/m²",4,4
27,"6,5 tỷ","Quận 7, Hồ Chí Minh","50,17 m²","129,56 tr/m²",2,1
27,"7,5 tỷ","Đống Đa, Hà Nội",45 m²,"166,67 tr/m²",4,Null
27,7 tỷ,"Quận 7, Hồ Chí Minh",132 m²,"53,03 tr/m²",3,2
27,25 tỷ,"Hạ Long, Quảng Ninh",185 m²,"135,14 tr/m²",3,3
28,299 tỷ,"Quận 1, Hồ Chí Minh",312 m²,"958,33 tr/m²",5,7
28,58 tỷ,"Hoàn Kiếm, Hà Nội",160 m²,"362,5 tr/m²",4,2
28,67 tỷ,"Hạ Long, Quảng Ninh",289 m²,"231,83 tr/m²",5,5
28,"5,8 tỷ","Gò Vấp, Hồ Chí Minh",64 m²,"90,62 tr/m²",3,3
28,"23,5 tỷ","Cầu Giấy, Hà Nội",101 m²,"232,67 tr/m²",22,Null
28,78 tỷ,"Tây Hồ, Hà Nội",115 m²,"678,26 tr/m²",8,8
28,8 tỷ,"Đống Đa, Hà Nội",40 m²,200 tr/m²,3,3
28,"16,5 tỷ","Tân Phú, Hồ Chí Minh",122 m²,"135,25 tr/m²",10,10
28,"20,5 tỷ","Gia Lâm, Hà Nội",66 m²,"310,61 tr/m²",5,5
28,15 tỷ,"Tân Phú, Hồ Chí Minh",95 m²,"157,9 tr/m²",13,13
28,"6,38 tỷ","Tân Phú, Hồ Chí Minh",56 m²,"113,93 tr/m²",4,4
28,"3,15 tỷ","Tân Phú, Hồ Chí Minh",34 m²,"92,65 tr/m²",2,2
28,"1,95 tỷ","Thanh Oai, Hà Nội",33 m²,"59,09 tr/m²",3,3
28,"19,03 tỷ","Cầu Giấy, Hà Nội",55 m²,346 tr/m²,5,5
28,"8,32 tỷ","Bình Thạnh, Hồ Chí Minh",64 m²,130 tr/m²,2,1
28,"8,75 tỷ","Thanh Xuân, Hà Nội",50 m²,175 tr/m²,9,6
28,"6,98 tỷ","Hai Bà Trưng, Hà Nội",46 m²,"151,74 tr/m²",4,3
28,"30,3 tỷ","Hai Bà Trưng, Hà Nội",40 m²,"757,5 tr/m²",4,6
28,"3,1 tỷ","Liên Chiểu, Đà Nẵng","85,4 m²","36,3 tr/m²",3,2
28,"4,3 tỷ","Bình Thạnh, Hồ Chí Minh",40 m²,"107,5 tr/m²",2,2
29,"4,3 tỷ","Bình Thạnh, Hồ Chí Minh",40 m²,"107,5 tr/m²",2,2
29,65 tỷ,"Quận 2, Hồ Chí Minh",244 m²,"266,39 tr/m²",12,16
29,"6,9 tỷ","Gò Vấp, Hồ Chí Minh",66 m²,"104,54 tr/m²",3,3
29,"15,9 tỷ","Cầu Giấy, Hà Nội",82 m²,"193,9 tr/m²",4,Null
29,27 tỷ,"Gò Vấp, Hồ Chí Minh",160 m²,"168,75 tr/m²",29,Null
29,"9,2 tỷ","Long Biên, Hà Nội",72 m²,"127,78 tr/m²",4,2
29,"4,05 tỷ","Quận 12, Hồ Chí Minh",53 m²,"76,42 tr/m²",2,3
29,15 tỷ,"Hoài Đức, Hà Nội",76 m²,"197,37 tr/m²",6,8
29,"5,5 tỷ","Thủ Đức, Hồ Chí Minh",158 m²,"34,81 tr/m²",10,10
29,"7,2 tỷ","Hà Đông, Hà Nội",30 m²,240 tr/m²,3,3
29,"11,95 tỷ","Thanh Xuân, Hà Nội",45 m²,"265,56 tr/m²",4,5
29,"8,2 tỷ","Quận 9, Hồ Chí Minh",75 m²,"109,33 tr/m²",3,3
29,"2,39 tỷ","Dĩ An, Bình Dương","67,7 m²","35,3 tr/m²",2,1
29,"3,6 tỷ","Thuận An, Bình Dương","76,5 m²","47,06 tr/m²",3,2
29,Giá thỏa thuận,"Thanh Hóa, Thanh Hóa",80 m²,6,4,Null
29,"27,5 tỷ","Hải Châu, Đà Nẵng",145 m²,"189,66 tr/m²",17,17
29,"125,8 tỷ","Hoàn Kiếm, Hà Nội",123 m²,"1,02 tỷ/m²",3,3
29,22 tỷ,"Quận 9, Hồ Chí Minh",121 m²,"181,82 tr/m²",4,4
29,"6,5 tỷ","Bình Tân, Hồ Chí Minh",56 m²,"116,07 tr/m²",4,6
29,34 tỷ,"Cầu Giấy, Hà Nội",71 m²,"478,87 tr/m²",6,6
30,34 tỷ,"Cầu Giấy, Hà Nội",71 m²,"478,87 tr/m²",6,6
30,"20,5 tỷ","Hoài Đức, Hà Nội",114 m²,"179,82 tr/m²",4,Null
30,"8,79 tỷ","Hoàng Mai, Hà Nội",60 m²,"146,5 tr/m²",4,3
30,126 tỷ,"Hoàn Kiếm, Hà Nội",125 m²,"1,01 tỷ/m²",6,5
30,"9,7 tỷ","Văn Giang, Hưng Yên",84 m²,"115,48 tr/m²",4,4
30,"15,6 tỷ","Long Biên, Hà Nội",202 m²,"77,23 tr/m²",3,2
30,17 tỷ,"Văn Giang, Hưng Yên","109,2 m²","155,68 tr/m²",10,5
30,"6,42 tỷ","Văn Giang, Hưng Yên",48 m²,"133,83 tr/m²",5,5
30,14 tỷ,"Tân Phú, Hồ Chí Minh",100 m²,140 tr/m²,1,1
30,"4,8 tỷ","Thủ Đức, Hồ Chí Minh",80 m²,60 tr/m²,3,6
30,"13,98 tỷ","Long Biên, Hà Nội",59 m²,"236,95 tr/m²",4,5
30,900 triệu,"Ia Grai, Gia Lai",482 m²,"1,87 tr/m²",1,1
